Date,Open_TSLA,High_TSLA,Low_TSLA,Close_TSLA,Adj_Close_TSLA,Volume_TSLA,EPS_qtr,Revenue,oper_cash_fl,gross_mrgn,oper_mrgn,net_mrgn,pe_ann,pe_qtr,fed_funds_rate,Open_NDQ,High_NDQ,Low_NDQ,Close_NDQ,Adj Close_NDQ,Volume_NDQ,Open_SPX,High_SPX,Low_SPX,Close_SPX,Adj_Close_SPX,Volume_SPX
5/13/22,257.82666,262.450012,250.523331,256.529999,256.529999,92150700,0.95,18756000000,3995000000,0.271,0.1533,0.1351,67.50789447,270.0315779,0.01,11555.96973,11856.70996,11510.25977,11805,11805,5894020000,3963.899902,4038.879883,3963.899902,4023.889893,4023.889893,5183340000
5/16/22,255.720001,256.58667,239.696671,241.456665,241.456665,86098500,0.95,18756000000,3995000000,0.271,0.1533,0.1351,63.54122763,254.1649105,0.01,11727.13965,11804.58984,11627.53027,11662.79004,11662.79004,4930250000,4013.02002,4046.459961,3983.98999,4008.01001,4008.01001,4415030000
5/17/22,249.119995,254.82666,242.949997,253.869995,253.869995,80236200,0.95,18756000000,3995000000,0.271,0.1533,0.1351,66.80789342,267.2315737,0.01,11905.57031,11988.42969,11754.28027,11984.51953,11984.51953,5093960000,4052,4090.719971,4033.929932,4088.850098,4088.850098,4841410000
5/18/22,248.17334,253.5,233.603333,236.603333,236.603333,87811800,0.95,18756000000,3995000000,0.271,0.1533,0.1351,62.264035,249.05614,0.01,11790.67969,11826.21973,11381.69043,11418.15039,11418.15039,5064120000,4051.97998,4051.97998,3911.909912,3923.679932,3923.679932,5103220000
5/19/22,235.666672,244.666672,231.369995,236.473328,236.473328,90296700,0.95,18756000000,3995000000,0.271,0.1533,0.1351,62.22982316,248.9192926,0.01,11364.40039,11562.82031,11313.30957,11388.5,11388.5,5154410000,3899,3945.959961,3876.580078,3900.790039,3900.790039,5113550000
5/20/22,237.996674,240.526672,211,221.300003,221.300003,144973200,0.95,18756000000,3995000000,0.271,0.1533,0.1351,58.23684289,232.9473716,0.01,11542.66992,11552.20996,11035.69043,11354.62012,11354.62012,5434370000,3927.76001,3943.419922,3810.320068,3901.360107,3901.360107,5130730000
5/23/22,218.339996,226.653336,212.686661,224.96666,224.96666,88903500,0.95,18756000000,3995000000,0.271,0.1533,0.1351,59.20175263,236.8070105,0.01,11396.28027,11552.07031,11304.55957,11535.26953,11535.26953,4552200000,3919.419922,3981.879883,3909.040039,3973.75,3973.75,4420030000
5/24/22,217.843338,217.973328,206.856674,209.386673,209.386673,89092500,0.95,18756000000,3995000000,0.271,0.1533,0.1351,55.10175605,220.4070242,0.01,11326.44043,11351.61035,11092.48047,11264.4502,11264.4502,4724430000,3942.939941,3955.679932,3875.129883,3941.47998,3941.47998,4923190000
5/25/22,207.949997,223.106674,207.669998,219.600006,219.600006,92139300,0.95,18756000000,3995000000,0.271,0.1533,0.1351,57.78947526,231.1579011,0.01,11225.03027,11511.90039,11211.84961,11434.74023,11434.74023,4519690000,3929.590088,3999.330078,3925.030029,3978.72998,3978.72998,4802560000
5/26/22,220.473328,239.556671,217.886673,235.910004,235.910004,106003200,0.95,18756000000,3995000000,0.271,0.1533,0.1351,62.08158,248.32632,0.01,11409.83984,11796.96973,11406.16016,11740.65039,11740.65039,4672620000,3984.600098,4075.139893,3984.600098,4057.840088,4057.840088,4709970000
5/27/22,241.083328,253.266663,240.176666,253.210007,253.210007,89295000,0.95,18756000000,3995000000,0.271,0.1533,0.1351,66.63421237,266.5368495,0.01,11869.69043,12131.66016,11856.82031,12131.12988,12131.12988,4793900000,4077.429932,4158.490234,4077.429932,4158.240234,4158.240234,4375620000
5/31/22,257.946655,259.600006,244.743332,252.753326,252.753326,101914500,0.95,18756000000,3995000000,0.271,0.1533,0.1351,66.51403316,266.0561326,0.01,12137.54004,12190.08008,11942.5,12081.38965,12081.38965,6045500000,4151.089844,4168.339844,4104.879883,4132.149902,4132.149902,6822640000
6/1/22,251.720001,257.32666,243.639999,246.789993,246.789993,77247900,0.95,18756000000,3995000000,0.271,0.1533,0.1351,64.944735,259.77894,0.01,12176.88965,12237.94043,11901.42969,11994.45996,11994.45996,4719900000,4149.779785,4166.540039,4073.850098,4101.22998,4101.22998,4531800000
6/2/22,244.156662,264.209991,242.066666,258.333344,258.333344,93473100,0.95,18756000000,3995000000,0.271,0.1533,0.1351,67.98245895,271.9298358,0.01,11945.57031,12320.12012,11901.4502,12316.90039,12316.90039,4445840000,4095.409912,4177.509766,4074.370117,4176.819824,4176.819824,4405790000
6/3/22,243.226669,247.796661,233.416672,234.516663,234.516663,112393800,0.95,18756000000,3995000000,0.271,0.1533,0.1351,61.71491132,246.8596453,0.01,12097.12012,12167.44043,11966.62012,12012.73047,12012.73047,4130040000,4137.569824,4142.669922,4098.669922,4108.540039,4108.540039,3711110000
6/6/22,244.353333,244.866669,234.350006,238.279999,238.279999,84204600,0.95,18756000000,3995000000,0.271,0.1533,0.1351,62.70526289,250.8210516,0.01,12200.33008,12245.40039,12004.2002,12061.37012,12061.37012,4647010000,4134.720215,4168.779785,4109.180176,4121.430176,4121.430176,4332700000
6/7/22,234,239.996674,230.093338,238.886673,238.886673,72808500,0.95,18756000000,3995000000,0.271,0.1533,0.1351,62.86491395,251.4596558,0.01,11925.80957,12194.86035,11888.61035,12175.23047,12175.23047,4411240000,4096.470215,4164.859863,4080.189941,4160.680176,4160.680176,4248210000
6/8/22,240.08667,249.963333,239.176666,241.866669,241.866669,76210500,0.95,18756000000,3995000000,0.271,0.1533,0.1351,63.64912342,254.5964937,0.01,12147.28027,12235.78027,12052.7002,12086.26953,12086.26953,4708980000,4147.120117,4160.140137,4107.200195,4115.77002,4115.77002,4159470000
6/9/22,249.339996,255.546661,239.32666,239.706665,239.706665,96491400,0.95,18756000000,3995000000,0.271,0.1533,0.1351,63.08070132,252.3228053,0.01,12016.46973,12115.05957,11751.98047,11754.23047,11754.23047,5408460000,4101.649902,4119.100098,4017.169922,4017.820068,4017.820068,4134170000
6/10/22,235.156662,239.5,227.91333,232.229996,232.229996,97536600,0.95,18756000000,3995000000,0.271,0.1533,0.1351,61.11315684,244.4526274,0.01,11543.87988,11569.15039,11328.26953,11340.01953,11340.01953,5152020000,3974.389893,3974.389893,3900.159912,3900.860107,3900.860107,4889640000
6/13/22,223.166672,226.633331,214.683334,215.736664,215.736664,102767400,0.95,18756000000,3995000000,0.271,0.1533,0.1351,56.77280632,227.0912253,0.01,10986.84961,11071.48047,10775.13965,10809.23047,10809.23047,5937320000,3838.149902,3838.149902,3734.300049,3749.629883,3749.629883,5636890000
6/14/22,218.286667,226.330002,211.736664,220.889999,220.889999,97988700,0.95,18756000000,3995000000,0.271,0.1533,0.1351,58.12894711,232.5157884,0.01,10897.42969,10926.80957,10733.04004,10828.34961,10828.34961,4819890000,3763.52002,3778.179932,3705.679932,3735.47998,3735.47998,5153890000
6/15/22,220.916672,235.66333,218.149994,233,233,119131800,0.95,18756000000,3995000000,0.271,0.1533,0.1351,61.31578947,245.2631579,0.0175,10968.40039,11244.25977,10866.38965,11099.15039,11099.15039,5368500000,3764.050049,3837.560059,3722.300049,3789.98999,3789.98999,5530480000
6/16/22,222.736664,225.166672,208.693329,213.100006,213.100006,107390700,0.95,18756000000,3995000000,0.271,0.1533,0.1351,56.07894895,224.3157958,0.0175,10806.01953,10831.07031,10565.13965,10646.09961,10646.09961,5696630000,3728.179932,3728.179932,3639.77002,3666.77002,3666.77002,5644930000
6/17/22,213.433334,220.970001,213.196671,216.759995,216.759995,92641800,0.95,18756000000,3995000000,0.271,0.1533,0.1351,57.04210395,228.1684158,0.0175,10697.54981,10884.70996,10638.71973,10798.34961,10798.34961,7452830000,3665.899902,3707.709961,3636.870117,3674.840088,3674.840088,8520740000
6/21/22,224.603333,243.57666,224.333328,237.036667,237.036667,122793000,0.95,18756000000,3995000000,0.271,0.1533,0.1351,62.37807026,249.5122811,0.0175,10974.04981,11164.99023,10974.04981,11069.29981,11069.29981,5226260000,3715.310059,3779.649902,3715.310059,3764.790039,3764.790039,5292260000
6/22/22,234.503326,246.833328,233.82666,236.08667,236.08667,101107500,0.95,18756000000,3995000000,0.271,0.1533,0.1351,62.12807105,248.5122842,0.0175,10941.9502,11216.76953,10938.05957,11053.08008,11053.08008,5238180000,3733.889893,3801.790039,3717.689941,3759.889893,3759.889893,5058990000
6/23/22,237.906662,239.316666,228.636673,235.070007,235.070007,104202600,0.95,18756000000,3995000000,0.271,0.1533,0.1351,61.86052816,247.4421126,0.0175,11137.67969,11260.26953,11046.28027,11232.19043,11232.19043,5258200000,3774.709961,3802.580078,3743.52002,3795.72998,3795.72998,5098640000
6/24/22,237.470001,246.066666,236.08667,245.706665,245.706665,95770800,0.95,18756000000,3995000000,0.271,0.1533,0.1351,64.65964868,258.6385947,0.0175,11351.30957,11613.23047,11337.78027,11607.62012,11607.62012,9468130000,3821.75,3913.649902,3821.75,3911.73999,3911.73999,8120260000
6/27/22,249.366669,252.070007,242.566666,244.919998,244.919998,89178300,0.95,18756000000,3995000000,0.271,0.1533,0.1351,64.45263105,257.8105242,0.0175,11661.01953,11677.49023,11487.07031,11524.54981,11524.54981,5047860000,3920.76001,3927.719971,3889.659912,3900.110107,3900.110107,4325310000
6/28/22,244.483337,249.970001,232.343338,232.66333,232.66333,90391200,0.95,18756000000,3995000000,0.271,0.1533,0.1351,61.22719211,244.9087684,0.0175,11542.24023,11635.84961,11177.67969,11181.54004,11181.54004,5433220000,3913,3945.860107,3820.139893,3821.550049,3821.550049,4270120000
6/29/22,230.5,231.17334,222.273331,228.490005,228.490005,82897200,0.95,18756000000,3995000000,0.271,0.1533,0.1351,60.12894868,240.5157947,0.0175,11160.21973,11226.33008,11072.19043,11177.88965,11177.88965,5650860000,3825.090088,3836.5,3799.02002,3818.830078,3818.830078,4211240000
6/30/22,224.509995,229.456665,218.863327,224.473328,224.473328,94600500,0.95,18756000000,3995000000,0.271,0.1533,0.1351,59.07192842,236.2877137,0.0175,11048.25,11160.91992,10850.00977,11028.74023,11028.74023,5654520000,3785.98999,3818.98999,3738.669922,3785.379883,3785.379883,4840070000
7/1/22,227,230.229996,222.119995,227.263336,227.263336,74460300,0.95,18756000000,3995000000,0.271,0.1533,0.1351,59.80614105,239.2245642,0.0175,11006.83008,11132.54981,10922.70996,11127.84961,11127.84961,4865730000,3781,3829.820068,3752.100098,3825.330078,3825.330078,4046950000
7/5/22,223,233.146667,216.166672,233.066666,233.066666,84581100,0.95,18756000000,3995000000,0.271,0.1533,0.1351,61.33333316,245.3333326,0.0175,10964.17969,11323.88965,10911.4502,11322.24023,11322.24023,5053570000,3792.610107,3832.189941,3742.060059,3831.389893,3831.389893,5076590000
7/6/22,230.779999,234.563339,227.186661,231.733337,231.733337,71853600,0.95,18756000000,3995000000,0.271,0.1533,0.1351,60.98245711,243.9298284,0.0175,11337.90039,11443.15039,11250.32031,11361.84961,11361.84961,4851170000,3831.97998,3870.909912,3809.370117,3845.080078,3845.080078,4417720000
7/7/22,233.919998,245.363327,232.210007,244.543335,244.543335,81930600,0.95,18756000000,3995000000,0.271,0.1533,0.1351,64.35350921,257.4140368,0.0175,11422.59961,11644.46973,11412.87988,11621.34961,11621.34961,4685050000,3858.850098,3910.629883,3858.850098,3902.620117,3902.620117,4057770000
7/8/22,242.333328,254.979996,241.160004,250.763336,250.763336,101854200,0.95,18756000000,3995000000,0.271,0.1533,0.1351,65.99035158,263.9614063,0.0175,11503.61035,11689.7002,11479.76953,11635.30957,11635.30957,4526570000,3888.26001,3918.5,3869.340088,3899.379883,3899.379883,3521620000
7/11/22,252.103333,253.063339,233.626663,234.343338,234.343338,99241200,0.95,18756000000,3995000000,0.271,0.1533,0.1351,61.66929947,246.6771979,0.0175,11524.49023,11541.09961,11348.05957,11372.59961,11372.59961,4362910000,3880.939941,3880.939941,3847.219971,3854.429932,3854.429932,3423480000
7/12/22,236.846664,239.773331,228.369995,233.070007,233.070007,87930900,0.95,18756000000,3995000000,0.271,0.1533,0.1351,61.33421237,245.3368495,0.0175,11420.88965,11483.16992,11207.08008,11264.73047,11264.73047,4317860000,3851.949951,3873.409912,3802.360107,3818.800049,3818.800049,3817210000
7/13/22,225.5,242.059998,225.03334,237.039993,237.039993,97954500,0.95,18756000000,3995000000,0.271,0.1533,0.1351,62.37894553,249.5157821,0.0175,11056.54981,11325.66992,11031.26953,11247.58008,11247.58008,4433060000,3779.669922,3829.439941,3759.070068,3801.780029,3801.780029,4109390000
7/14/22,234.896667,238.653336,229.333328,238.313339,238.313339,78557400,0.95,18756000000,3995000000,0.271,0.1533,0.1351,62.71403658,250.8561463,0.0175,11151.20996,11279.96973,11005.92969,11251.19043,11251.19043,4481070000,3763.98999,3796.409912,3721.560059,3790.379883,3790.379883,4199690000
7/15/22,240,243.623337,236.889999,240.066666,240.066666,69683100,0.95,18756000000,3995000000,0.271,0.1533,0.1351,63.17543842,252.7017537,0.0175,11379.36035,11454.69043,11295.33008,11452.41992,11452.41992,4369060000,3818,3863.620117,3817.179932,3863.159912,3863.159912,4143800000
7/18/22,244.936661,250.516663,239.603333,240.546661,240.546661,82537500,0.95,18756000000,3995000000,0.271,0.1533,0.1351,63.30175289,253.2070116,0.0175,11561.63965,11629.03027,11322.83984,11360.04981,11360.04981,5057920000,3883.790039,3902.439941,3818.629883,3830.850098,3830.850098,4046870000
7/19/22,245,247.139999,236.976669,245.529999,245.529999,80890200,0.95,18756000000,3995000000,0.271,0.1533,0.1351,64.61315763,258.4526305,0.0175,11515,11721.21973,11448.96973,11713.15039,11713.15039,5302740000,3860.72998,3939.810059,3860.72998,3936.689941,3936.689941,4041070000
7/20/22,246.78334,250.66333,243.483337,247.5,247.5,88864200,0.65,16934000000,2351000000,0.271,0.1591,0.1417,95.19230769,380.7692308,0.0175,11726.08984,11939.95996,11703.36035,11897.65039,11897.65039,5467080000,3935.320068,3974.129883,3922.030029,3959.899902,3959.899902,4185300000
7/21/22,255.106674,273.266663,254.866669,271.706665,271.706665,142032300,0.65,16934000000,2351000000,0.271,0.1591,0.1417,104.5025635,418.0102538,0.0175,11914.15039,12060.58984,11812.71973,12059.61035,12059.61035,4680930000,3955.469971,3999.290039,3927.639893,3998.949951,3998.949951,4132790000
